,Sentence,Label,weightedSum,sum,min,max/min,max/med,med/min,med
0,"In modern digital world , electronic products are widely used in daily lives such as Smart phones , computers and etc .
",0,,,,,,3.0313187912106514,3.0622785091400146
1,"In work places , electronic devices such as computers are also inevitable to use to increase the productivity of the corporation .
",0,,,,,,3.2606144351884723,3.263827085494995
2,"The convenience and high efficiency of using electronic products is being noticed by people worldwide .
",0,,,,,,4.660735100507736,4.812121868133545
3,"Some people started to think if electronic products can be further operated to more advanced utilization and replace human beings for better performances .
",0,,,,,,4.799408674240112,5.800200462341309
4,"Surveillance technology such as RFID ( radio-frequency identification ) is one type of examples that has currently been implemented .
",0,,,,,,3.198304449673742,3.202566385269165
5,"In this essay , I will discuss that if surveillance technology such as RFID ( radio-frequency identification ) should be used or not to track people .
",0,,,,,,2.616983925458044,2.620926856994629
6,"Personally , I agree to a large extent that surveillance technology such as RFID should be used to track people .
",0,,,,,,3.7604281599633396,3.765075922012329
7,"Surveillance technology such as RFID can be operated twenty-four hours with the absence of operators to track done every detail about human activities .
",0,,,,,,4.6410684934817255,4.645330429077148
8,"For instance , in militaries which are of high importance , surveillance technology is essential as it is a way to provide undeniable evidences if anything are fault .
",0,,,,,,4.044581927359104,4.078672409057617
9,"In supermarkets where it is difficult to catch stealers , surveillance technology which makes records that can be replayed or detect stealers on the spot are superior to use .
",0,,,,,,4.673500198870897,4.7091522216796875
10,"The high accuracy in utilizing surveillance technology eliminates the amount of disagreements among people .
",0,,,,,,7.628044873476028,7.644285202026367
11,"If people are aware of the existence of surveillance , the chance for them to follow rules and orders is high .
",0,,,,,,3.8421603366732597,3.905777931213379
12,"It is useful as it reduces the chances of wrong doings that may occur .
",0,,,,,,4.1381270587444305,4.17545223236084
13,"Therefore , surveillance technology makes our society more ordered .
",0,,,,,,3.3294100761413574,4.384402275085449
14,"Risks can be analyzed if there is a record of what was happened in the past .
",0,,,,,,3.099068760871887,3.3017771244049072
15,"In late nineteenth century , there was a severe air crash happening at Miami international airport .
",0,,,,,,5.5506595224142075,5.690805435180664
16,"The air cargo of the Valujet plane was on fire after the plane had taken off .
",0,,,,,,3.3048170981928706,3.318631649017334
17,"Sooner or later , the electric systems were short circuited as a result that the airplane was out of control and nose diving to the ground with extremely high speed .
",0,,,,,,2.7264380723936483,2.7269785404205322
18,"All passengers and pilots were died .
",0,,,,,,4.966069936752319,6.684596538543701
19,"After finding and analyzing the black box of the Valujet after the incidence , police investigators found out reasons for causing this severe incidence .
",0,,,,,,4.40002977848053,5.300280570983887
20,"Surveillance technology can be used to detect very risky events and prevent its happening in the future , hence to save more lives .
",0,,,,,,3.2646564058959484,3.3263378143310547
21,"In addition , if surveillance technology is even better developed , it can be used to detect the problem before the real accidence has happened .
",0,,,,,,2.460944414138794,2.9644618034362793
22,"However , the dark side of using surveillance technology is that it results in the invasion of privacy .
",0,,,,,,2.1398184625431895,2.152013063430786
23,"People under supervision are under high pressure to perform naturally .
",1,,,,,,3.2471375465393066,4.424671649932861
24,"People are less likely to enjoy life under surveillance .
",1,,,,,,5.621159449219704,5.6682634353637695
25,"Therefore , surveillance technology provides convenience to the society but makes more inconvenience to individuals .
",0,,,,,,3.9550042152404785,5.149084568023682
26,"Therefore , surveillance technology can be used but the use of surveillance should be modified in such a way that individuals are less affected in normal life .
",1,,,,,,2.9643716290593147,3.007779121398926
27,"In general , surveillance technology benefits the society and should be applied with the consideration of individuals ' life .
",0,,,,,,4.854260474443436,5.181253433227539
28,"I do not agree on this argument that surveillance technology should not be used to track people .
",0,,,,,,3.781520754098892,3.9284682273864746
29,"In this fast moving society , technology is always improving to catch up the fast pace of this world and most surveillance technology is used by the police or other army usage to track people down .
",0,,,,,,3.2011934220790863,3.2675726413726807
30,"Although the surveillance technology is an issue in invading the human privacy , it has also brought us lots of benefits and security .
",0,,,,,,3.873222602531314,3.886610269546509
31,"There are two points supporting this argument .
",1,,,,,,2.114094376564026,3.206007480621338
32,"Firstly , security systems are improved in many areas such as school campus or at the workplace .
",0,,,,,,4.722509786486626,4.739794731140137
33,"Secondly , it makes it possible for parents to track their children and also their elderly parents .
",1,,,,,,2.9371509850025177,3.2121357917785645
34,"Therefore , this technology should be used to track people .
",1,,,,,,3.400251030921936,4.031622409820557
35,"Many of this surveillance are being implemented in the government sectors , military areas to enhance their security .
",0,,,,,,4.155426740646362,5.60701322555542
36,"It can also be found in schools and workplaces .
",1,,,,,,2.7271358966827393,3.47098970413208
37,"It is useful to the government and the people in the law sector .
",0,,,,,,3.156657785177231,3.502046585083008
38,"They can maintain social control and recognize threats .
",1,,,,,,2.619546890258789,4.588348388671875
39,"Video surveillance gives people a sense of security should anything happen .
",1,,,,,,3.823465846478939,3.8894381523132324
40,"In addition , it can provide all day surveillance around the school or office with little manpower needed .
",1,,,,,,3.2912298440933228,4.421757698059082
41,"For example , intruders can be detected if there are any in schools or offices .
",1,,,,,,1.958375096321106,3.1172034740448
42,"This can protect the students from being in a dangerous situation in particularly for the small children who are studying in nursery .
",0,,,,,,2.879904329776764,3.332421064376831
43,"In addition , it can also prevent theft .
",1,,,,,,2.112062931060791,3.503887176513672
44,"This technology can also be a helpful tool to assist the law enforcers such as the police to collect evidences of crime after it occurred .
",0,,,,,,3.0597042376175523,3.0719876289367676
45,"This can increase the efficiency of solving the crime and thus decreasing the amount of criminal acts or people .
",0,,,,,,4.8451527040451765,4.8648600578308105
46,"With the help of the video surveillance , the chances of people performing crimes can be decreased .
",0,,,,,,4.024582976475358,4.036156177520752
47,"However , video surveillance may be a help to most sectors , it can also be misused by many people .
",0,,,,,,4.531687513925135,4.546293258666992
48,"Some may use it to peek or record something illegal .
",1,,,,,,4.04450786113739,5.339069366455078
49,"For example , it could be installed in personal lockers to record other 's moves and actions .
",1,,,,,,3.9745485931634903,4.160089015960693
50,"This technology could also be seen as invasion of human 's privacy .
",0,,,,,,6.084491938352585,6.505263328552246
51,"Surveillance technology could cause everyone to feel paranoid and as if our actions are being watched .
",1,,,,,,3.3561562597751617,3.5547118186950684
52,"This could lead to psychological implications and thus causing many tremendous social effects that may be harmful to our society .
",0,,,,,,3.9036833494901657,4.002114772796631
