,Sentence,Label,weightedSum,sum,min,max/min,max/med,med/min,med,bleu
0,"In modern digital world , electronic products are widely used in daily lives such as Smart phones , computers and etc .
",0,31.768127339563733,95.68461732193828,10.281119346618652,10.27169557288289,7.0009355545043945,3.270760018378496,3.280183792114258,0.53228860493828
1,"In work places , electronic devices such as computers are also inevitable to use to increase the productivity of the corporation .
",0,33.1959903938896,98.22296023985837,10.597396850585938,10.59641159453895,7.04346489906311,3.552946695475839,3.553931951522827,0.7590642198243758
2,"The convenience and high efficiency of using electronic products is being noticed by people worldwide .
",0,28.265992617693552,72.76210448145866,11.059803009033203,10.770249396562576,6.109877586364746,4.66037181019783,4.949925422668457,0.8663262786122014
3,"Some people started to think if electronic products can be further operated to more advanced utilization and replace human beings for better performances .
",0,37.756253401524745,134.38796162605286,12.039892196655273,11.022878885269165,6.695916175842285,4.32696270942688,5.343976020812988,0.9129657485960063
4,"Surveillance technology such as RFID ( radio-frequency identification ) is one type of examples that has currently been implemented .
",0,38.05446417909003,102.09287425177172,13.51618766784668,13.509957568254322,9.964803218841553,3.545154349412769,3.551384449005127,0.6269523431007493
5,"In this essay , I will discuss that if surveillance technology such as RFID ( radio-frequency identification ) should be used or not to track people .
",0,34.06353719073219,115.15389112080447,12.128372192382812,12.125126627506688,8.846853971481323,3.278272656025365,3.2815182209014893,0.6092731467609276
6,"Personally , I agree to a large extent that surveillance technology such as RFID should be used to track people .
",0,28.63191682423373,86.58569641970098,10.285531044006348,10.281827758997679,6.625953435897827,3.6558743230998516,3.6595776081085205,0.7997222808340979
7,"Surveillance technology such as RFID can be operated twenty-four hours with the absence of operators to track done every detail about human activities .
",0,39.63746294166063,139.7607669266872,12.574508666992188,12.56827856739983,7.405289649963379,5.162988917436451,5.169219017028809,0.9129657485960063
8,"For instance , in militaries which are of high importance , surveillance technology is essential as it is a way to provide undeniable evidences if anything are fault .
",0,43.947794972663125,158.2608377393335,14.81648063659668,14.79655754007399,10.48190689086914,4.31465064920485,4.334573745727539,0.7235020694809541
9,"In supermarkets where it is difficult to catch stealers , surveillance technology which makes records that can be replayed or detect stealers on the spot are superior to use .
",0,41.5809758212493,159.40958001837134,12.968221664428711,12.913450855761766,8.2667818069458,4.646669048815966,4.70143985748291,0.7549410827807058
10,"The high accuracy in utilizing surveillance technology eliminates the amount of disagreements among people .
",0,37.2450509854024,88.4998397519812,12.977004051208496,12.965613515116274,6.185653209686279,6.779960305429995,6.791350841522217,0.856713382523102
11,"If people are aware of the existence of surveillance , the chance for them to follow rules and orders is high .
",0,29.93580329373683,85.2978684566915,8.767864227294922,8.743934985250235,5.835759162902832,2.9081758223474026,2.93210506439209,0.7590642198243758
12,"It is useful as it reduces the chances of wrong doings that may occur .
",0,25.495058088359343,60.77042880654335,8.04823112487793,7.781258910894394,4.586426258087158,3.1948326528072357,3.4618048667907715,0.856713382523102
13,"Therefore , surveillance technology makes our society more ordered .
",0,32.48497727317863,58.64737153053284,12.783929824829102,11.574153661727905,8.034577369689941,3.539576292037964,4.74935245513916,0.5507970427873699
14,"Risks can be analyzed if there is a record of what was happened in the past .
",0,30.838764533665376,74.54063540697098,11.19533634185791,10.656693696975708,8.388130903244019,2.2685627937316895,2.8072054386138916,0.8747264180747365
15,"In late nineteenth century , there was a severe air crash happening at Miami international airport .
",0,31.94369698330379,83.77372249215841,9.78225326538086,9.721421100199223,4.414608001708984,5.306813098490238,5.367645263671875,0.6815190674406459
16,"The air cargo of the Valujet plane was on fire after the plane had taken off .
",0,32.41532409935505,82.7600930724293,10.277647018432617,10.260329386219382,6.301061153411865,3.959268232807517,3.976585865020752,0.7447165412894419
17,"Sooner or later , the electric systems were short circuited as a result that the airplane was out of control and nose diving to the ground with extremely high speed .
",0,33.46288962576961,135.15754059236497,9.979571342468262,9.965425875969231,7.3069682121276855,2.6584576638415456,2.672603130340576,0.7297656993297125
18,"All passengers and pilots were died .
",0,29.31154086010065,46.622589111328125,10.73383903503418,8.401362895965576,3.926337242126465,4.475025653839111,6.807501792907715,0.6591682262823905
19,"After finding and analyzing the black box of the Valujet after the incidence , police investigators found out reasons for causing this severe incidence .
",0,40.95357875943202,152.90739780664444,12.362730026245117,11.5840545296669,6.5306525230407715,5.053402006626129,5.832077503204346,0.7022327758383314
20,"Surveillance technology can be used to detect very risky events and prevent its happening in the future , hence to save more lives .
",0,31.61989374917763,105.51551908254623,9.400035858154297,9.239618808031082,6.066826343536377,3.172792464494705,3.33320951461792,0.7803837666807638
21,"In addition , if surveillance technology is even better developed , it can be used to detect the problem before the real accidence has happened .
",0,38.55428073068702,121.21188849210739,13.401670455932617,12.873843848705292,9.767345428466797,3.106498420238495,3.6343250274658203,0.6203071614650456
22,"However , the dark side of using surveillance technology is that it results in the invasion of privacy .
",0,28.28204170101013,64.11535680573434,9.369465827941895,9.35506792832166,7.096853256225586,2.2582146720960736,2.2726125717163086,0.7773745010088242
