,Sentence,Label,weightedSum,sum,min,max/min,max/med,med/min,med
0,"In modern digital world , electronic products are widely used in daily lives such as Smart phones , computers and etc .
",0,34.74486148104841,129.08821111544967,11.95722484588623,11.920719403773546,10.642780303955078,1.277939099818468,1.3144445419311523
1,"In work places , electronic devices such as computers are also inevitable to use to increase the productivity of the corporation .
",0,38.51404012480579,134.79293264448643,11.95722484588623,11.790226891636848,10.199401259422302,1.5908256322145462,1.7578235864639282
2,"The convenience and high efficiency of using electronic products is being noticed by people worldwide .
",0,36.06316733413044,115.05295386910439,12.88814640045166,12.796440750360489,10.800711154937744,1.9957295954227448,2.087435245513916
3,"Some people started to think if electronic products can be further operated to more advanced utilization and replace human beings for better performances .
",0,41.024987351984194,171.12653452903032,12.638742446899414,12.527723975479603,10.464995384216309,2.062728591263294,2.1737470626831055
4,"Surveillance technology such as RFID ( radio-frequency identification ) is one type of examples that has currently been implemented .
",0,44.53339149875482,158.5993746072054,16.96971893310547,16.90272691845894,14.463050365447998,2.4396765530109406,2.5066685676574707
5,"In this essay , I will discuss that if surveillance technology such as RFID ( radio-frequency identification ) should be used or not to track people .
",0,35.83547640867269,163.60440741479397,11.95722484588623,11.88657857477665,10.149088621139526,1.737489953637123,1.808136224746704
6,"Personally , I agree to a large extent that surveillance technology such as RFID should be used to track people .
",0,37.86912547727338,139.90016882494092,15.038860321044922,14.998586114495993,12.225635528564453,2.7729505859315395,2.8132247924804688
7,"Surveillance technology such as RFID can be operated twenty-four hours with the absence of operators to track done every detail about human activities .
",0,46.39298400565929,192.4299920089543,16.96971893310547,16.93629288300872,14.463050365447998,2.4732425175607204,2.5066685676574707
8,"For instance , in militaries which are of high importance , surveillance technology is essential as it is a way to provide undeniable evidences if anything are fault .
",0,50.06316395774657,250.15531159937382,14.737232208251953,14.601085647940636,12.251782655715942,2.3493029922246933,2.4854495525360107
9,"In supermarkets where it is difficult to catch stealers , surveillance technology which makes records that can be replayed or detect stealers on the spot are superior to use .
",0,43.799223074463484,222.37968760728836,14.252120018005371,14.210422858595848,12.46366548538208,1.746757373213768,1.788454532623291
10,"The high accuracy in utilizing surveillance technology eliminates the amount of disagreements among people .
",0,42.41268371843334,130.5109943151474,12.640721321105957,12.431605160236359,9.83676290512085,2.594842255115509,2.8039584159851074
11,"If people are aware of the existence of surveillance , the chance for them to follow rules and orders is high .
",0,35.67334706010178,126.95558019727468,10.610699653625488,10.534293159842491,9.087283968925476,1.447009190917015,1.5234156847000122
12,"It is useful as it reduces the chances of wrong doings that may occur .
",0,31.78953388183346,103.0831706225872,10.59379768371582,10.49529841542244,8.311809778213501,2.1834886372089386,2.2819879055023193
13,"Therefore , surveillance technology makes our society more ordered .
",0,38.5896486337574,92.42807422578335,14.3496675491333,14.222161546349525,10.843933820724487,3.378227725625038,3.5057337284088135
14,"Risks can be analyzed if there is a record of what was happened in the past .
",0,40.91835768928445,120.99102671444416,15.261948585510254,15.179915122687817,13.61638617515564,1.563528947532177,1.6455624103546143
15,"In late nineteenth century , there was a severe air crash happening at Miami international airport .
",0,36.917216655193094,127.14697885513306,11.95722484588623,11.675147712230682,9.985599517822266,1.6895481944084167,1.9716253280639648
16,"The air cargo of the Valujet plane was on fire after the plane had taken off .
",0,37.39987718510424,136.14287224411964,10.929647445678711,10.76619040966034,8.616299629211426,2.1498907804489136,2.313347816467285
17,"Sooner or later , the electric systems were short circuited as a result that the airplane was out of control and nose diving to the ground with extremely high speed .
",0,40.23954384277947,226.16636803746223,11.771302223205566,11.654561251401901,9.941805124282837,1.7127561271190643,1.8294970989227295
18,"All passengers and pilots were died .
",0,33.36011626022848,69.60847383737564,12.220401763916016,12.062772035598755,8.341059446334839,3.721712589263916,3.8793423175811768
19,"After finding and analyzing the black box of the Valujet after the incidence , police investigators found out reasons for causing this severe incidence .
",0,44.051856093505755,218.40766675770283,12.351027488708496,12.210860028862953,9.624105215072632,2.5867548137903214,2.7269222736358643
20,"Surveillance technology can be used to detect very risky events and prevent its happening in the future , hence to save more lives .
",0,40.75896391477249,145.62621254101396,16.96971893310547,16.916515674442053,15.056479930877686,1.8600357435643673,1.9132390022277832
21,"In addition , if surveillance technology is even better developed , it can be used to detect the problem before the real accidence has happened .
",0,41.73481559604808,167.866448931396,12.180072784423828,12.080753065645695,10.41551947593689,1.665233589708805,1.7645533084869385
22,"However , the dark side of using surveillance technology is that it results in the invasion of privacy .
",0,37.6787138110855,122.67564315348864,11.479765892028809,11.360052578151226,9.524249196052551,1.8358033820986748,1.9555166959762573
23,"People under supervision are under high pressure to perform naturally .
",1,37.14152222530676,92.30907216668129,13.162036895751953,12.813893586397171,10.324702978134155,2.4891906082630157,2.837333917617798
24,"People are less likely to enjoy life under surveillance .
",1,32.78208327313887,78.6888941898942,13.162036895751953,13.128417290747166,10.927154302597046,2.20126298815012,2.2348825931549072
25,"Therefore , surveillance technology provides convenience to the society but makes more inconvenience to individuals .
",0,39.283428682036934,118.3918288052082,14.3496675491333,14.133645385503769,12.159620523452759,1.9740248620510101,2.190047025680542
26,"Therefore , surveillance technology can be used but the use of surveillance should be modified in such a way that individuals are less affected in normal life .
",1,39.910363814752436,153.61242278665304,14.3496675491333,14.300288029015064,12.629558324813843,1.6707297042012215,1.720109224319458
27,"In general , surveillance technology benefits the society and should be applied with the consideration of individuals ' life .
",0,38.679594939182266,140.55633974075317,11.95722484588623,11.781839698553085,9.14599323272705,2.6358464658260345,2.8112316131591797
28,"I do not agree on this argument that surveillance technology should not be used to track people .
",0,32.81266169276487,95.37499323487282,11.757715225219727,11.653222031891346,10.323778986930847,1.3294430449604988,1.4339362382888794
29,"In this fast moving society , technology is always improving to catch up the fast pace of this world and most surveillance technology is used by the police or other army usage to track people down .
",0,43.557470858063645,218.67045038938522,12.431425094604492,12.337746895849705,10.779404640197754,1.5583422556519508,1.6520204544067383
30,"Although the surveillance technology is an issue in invading the human privacy , it has also brought us lots of benefits and security .
",0,42.58608557306603,157.13207431696355,13.236518859863281,13.20929560996592,11.213942766189575,1.9953528437763453,2.022576093673706
31,"There are two points supporting this argument .
",1,32.295600276853094,71.49964141845703,12.276366233825684,11.487367451190948,9.243292331695557,2.244075119495392,3.033073902130127
32,"Firstly , security systems are improved in many areas such as school campus or at the workplace .
",0,44.06210257279118,139.41975622996688,15.257899284362793,15.19895476475358,12.347989797592163,2.850964967161417,2.90990948677063
33,"Secondly , it makes it possible for parents to track their children and also their elderly parents .
",1,37.3013830076941,115.25559911131859,13.294710159301758,13.073384240269661,11.39729356765747,1.6760906726121902,1.897416591644287
34,"Therefore , this technology should be used to track people .
",1,33.9189582642102,81.98174235224724,12.089092254638672,11.739108830690384,9.865429639816284,1.8736791908740997,2.2236626148223877
35,"Many of this surveillance are being implemented in the government sectors , military areas to enhance their security .
",0,36.96838574852882,130.86095294356346,11.924945831298828,11.667471498250961,9.837312459945679,1.8301590383052826,2.0876333713531494
36,"It can also be found in schools and workplaces .
",1,29.013077491719017,69.98442775011063,10.59379768371582,10.275693506002426,8.9426589012146,1.3330346047878265,1.6511387825012207
37,"It is useful to the government and the people in the law sector .
",0,32.56972321790396,92.29485507309437,10.59379768371582,10.469238176941872,8.676166415214539,1.793071761727333,1.9176312685012817
38,"They can maintain social control and recognize threats .
",1,31.23738724793988,82.03722324967384,10.075201988220215,9.608062118291855,7.241055727005005,2.36700639128685,2.83414626121521
39,"Video surveillance gives people a sense of security should anything happen .
",1,39.46363772243128,97.83474001288414,15.653701782226562,15.418141543865204,13.181365728378296,2.236775815486908,2.4723360538482666
40,"In addition , it can provide all day surveillance around the school or office with little manpower needed .
",1,38.80557785579941,144.78504866361618,11.95722484588623,11.7475745677948,9.297090768814087,2.450483798980713,2.6601340770721436
41,"For example , intruders can be detected if there are any in schools or offices .
",1,40.48793541587827,145.89671556651592,13.05685043334961,12.894036635756493,10.374881505966187,2.519155129790306,2.681968927383423
42,"This can protect the students from being in a dangerous situation in particularly for the small children who are studying in nursery .
",0,36.07976497308502,141.98369532823563,11.111656188964844,10.774761110544205,9.535701513290405,1.2390595972537994,1.5759546756744385
43,"In addition , it can also prevent theft .
",1,35.336404834016705,86.72242110967636,11.95722484588623,11.568162590265274,8.775245189666748,2.792917400598526,3.1819796562194824
44,"This technology can also be a helpful tool to assist the law enforcers such as the police to collect evidences of crime after it occurred .
",0,34.86993327825241,177.88952946662903,10.60422134399414,10.320904940366745,8.547347068786621,1.773557871580124,2.0568742752075195
45,"This can increase the efficiency of solving the crime and thus decreasing the amount of criminal acts or people .
",0,33.819965248465515,124.71730932593346,10.293643951416016,10.144258439540863,8.993311882019043,1.15094655752182,1.3003320693969727
46,"With the help of the video surveillance , the chances of people performing crimes can be decreased .
",0,39.317995666759685,123.49911381304264,12.758140563964844,12.621073812246323,11.356619715690613,1.2644540965557098,1.401520848274231
47,"However , video surveillance may be a help to most sectors , it can also be misused by many people .
",0,39.81027764761124,146.6535560786724,13.214505195617676,13.002448201179504,11.139874696731567,1.862573504447937,2.0746304988861084
48,"Some may use it to peek or record something illegal .
",1,37.03085940708696,101.44949972629547,12.638742446899414,12.244968950748444,9.008388996124268,3.236579954624176,3.6303534507751465
49,"For example , it could be installed in personal lockers to record other 's moves and actions .
",1,36.88327008627375,150.3452640324831,10.506325721740723,10.333013400435448,8.105283498764038,2.2277299016714096,2.4010422229766846
50,"This technology could also be seen as invasion of human 's privacy .
",0,35.64107337158184,100.59737223386765,11.45578670501709,11.012378096580505,9.39891242980957,1.613465666770935,2.0568742752075195
51,"Surveillance technology could cause everyone to feel paranoid and as if our actions are being watched .
",1,39.640831640618536,116.99763472378254,16.96971893310547,16.88062232732773,14.917035818099976,1.9635865092277527,2.052683115005493
52,"This could lead to psychological implications and thus causing many tremendous social effects that may be harmful to our society .
",0,34.86798802560424,134.2016462944448,10.293643951416016,10.24369590356946,8.176202058792114,2.0674938447773457,2.1174418926239014
53,"If everyone is being watched unknowingly , it seems that our freedom of doing things is being invaded .
",0,35.63246312092344,127.67382168024778,11.267836570739746,11.158774979412556,9.343128085136414,1.8156468942761421,1.9247084856033325
54,"Technology can be a very useful tool if being used in the correct manner .
",0,35.3128709111047,95.5992204323411,14.755134582519531,14.697381161153316,12.946839213371277,1.7505419477820396,1.8082953691482544
55,"It may be a help to prevent potential crimes from happening but also help people do crime .
",0,34.164289921532074,118.64851772785187,10.59379768371582,10.461709454655647,8.664026141166687,1.7976833134889603,1.9297715425491333
56,"The knowledge of installing surveillance should be taught to everyone so that crimes can be eliminated instead of increasing it .
",0,42.65558990747055,137.60934855788946,14.086918830871582,13.984281085431576,12.673229575157166,1.3110515102744102,1.4136892557144165
57,"The more people using it over us , the more power they will have on us .
",0,34.699467523274855,105.62699709832668,11.171435356140137,11.092887736856937,9.706842541694641,1.3860451951622963,1.4645928144454956
58,"We should respect that everyone has human rights and without other 's permission , this should not be placed or implanted to anyone .
",0,36.144220100355945,161.81051275134087,11.374444961547852,11.26127764582634,9.927935123443604,1.3333425223827362,1.446509838104248
59,"We do not want to be sued infringing other 's privacy , therefore , before implanting any RFID , we should ask for other 's consent .
",0,44.16558355872939,195.77465103566647,14.388553619384766,14.291185602545738,12.5816251039505,1.7095604985952377,1.8069285154342651
60,"Surveillance technology is getting more and more widely used with the development of modern technology in terms of various scientific breakthroughs .
",1,40.71557152464089,143.9479121901095,16.96971893310547,16.910182539373636,14.630957126617432,2.2792254127562046,2.338761806488037
61,"And after all this scientific research result is applied to daily life , products such as RFID tracking system have become real .
",0,39.692764207727954,160.21802284941077,11.630606651306152,11.574093852192163,9.49008321762085,2.084010634571314,2.1405234336853027
62,"RFID is not only used to track products for logistical and storage purpose , it is also used to track people by doing human implants .
",0,42.87650556606879,169.44201686233282,17.618186950683594,17.542341098189354,15.917983889579773,1.624357208609581,1.7002030611038208
63,"It is unacceptable for some people in the society , however , I think this application is necessary and provides the society a lot of benefit .
",0,33.39976045296807,144.68530535697937,10.59379768371582,10.486544951796532,8.873952150344849,1.612592801451683,1.7198455333709717
